# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_00002057	nonalcoholic beverage
FOODON_00002058	nondairy dessert food product
FOODON_00002059	norway lobster food product
FOODON_00002060	nut candy
FOODON_00002061	nutmeg food product
FOODON_00002062	milled oat food product
FOODON_00002064	okra food product
FOODON_00002065	olive fat or oil refined food product
FOODON_00002066	olive food product
FOODON_00002067	onion flavouring food product
FOODON_00002068	onion soup food product
FOODON_00002069	onion food product
FOODON_00002070	orange spread or sauce
FOODON_00002071	orange food product
FOODON_00002072	orange preserve or jam food product
FOODON_00002073	oregano food product
FOODON_00002074	oriental blue crab food product
FOODON_00002075	pacific salmon food product
FOODON_00002076	paddlefish food product
FOODON_00002077	palinurid spiny lobster food product
FOODON_00002078	palm fat or oil refined food product
FOODON_00002079	palm vegetable food product
FOODON_00002080	pancake or waffle food product
FOODON_00002081	papaya food product
FOODON_00002082	papaya leaf food product
FOODON_00002083	papaya nectar beverage
FOODON_00002084	parsley food product
FOODON_00002085	parsnip food product
FOODON_00002086	passion food product
FOODON_00002087	passion fruit juice
FOODON_00002088	pasteurized blended cheese food product
FOODON_00002089	pasteurized cheese food product
FOODON_00002090	pasteurized cheese spread food product
FOODON_00002091	pasteurized process cheese food product
FOODON_00002092	pasteurized process cheese spread food product
FOODON_00002093	pea soup food product
FOODON_00002094	peach butter food product
FOODON_00002095	peach food product
FOODON_00002096	peach preserve or jam
FOODON_00002097	peanut candy food product
FOODON_00002098	peanut fat or oil refined food product
FOODON_00002099	peanut food product
FOODON_00002100	pear beverage
FOODON_00002101	pear food product
FOODON_00002102	pear juice food product
FOODON_00002103	pear nectar beverage
FOODON_00002104	pear preserve or jam
FOODON_00002105	pearl millet food product
FOODON_00002106	pecan candy food product
FOODON_00002107	pecan nut food product
FOODON_00002108	pectin producing plant fruit food product
FOODON_00002109	pepper product flavoring or seasoning
FOODON_00002110	green or red pepper pickle food product
FOODON_00002111	pepper vegetable food product
FOODON_00002112	peppermint food product
FOODON_00002113	perch food product
FOODON_00002114	pie food product
FOODON_00002115	pigeon pea vegetable food product
FOODON_00002116	pike food product
FOODON_00002118	pimiento pepper food product
FOODON_00002119	pineapple food product
FOODON_00002120	pineapple juice food product
FOODON_00002121	pineapple preserve or jam
FOODON_00002122	pinto bean food product
FOODON_00002125	plant based bakery food product
FOODON_00002126	plant-based candy
FOODON_00002127	plant based food material for animal
FOODON_00002128	plant based gravy or sauce food product
FOODON_00002129	plant based meat product analog
FOODON_00002130	plant based pastry food product
FOODON_00002131	plant based refined or partially-refined food product
FOODON_00002132	plant based salad food product
FOODON_00002133	vegetarian sandwich
FOODON_00002134	plant based seafood product analog
FOODON_00002135	plant confectionery
FOODON_00002137	plant derived soft drink
FOODON_00002138	plant dessert food product
FOODON_00002139	plant fat or oil refined food product
FOODON_00002140	plant floret vegetable food product
FOODON_00002141	plant fruit as vegetable food product
FOODON_00002142	plant head vegetable food product
FOODON_00002143	plant leaf food product
FOODON_00002145	plant product based flavoring or seasoning
FOODON_00002146	plant material dressing
FOODON_00002147	food material by consumer group
FOODON_00002148	plant material flavoring or seasoning
FOODON_00002149	plant relish food product
FOODON_00002150	plant root vegetable food product
FOODON_00002151	plant seed based bakery food product
FOODON_00002152	plant seed cereal food product
FOODON_00002153	plant seed vegetable food product
FOODON_00002154	plant sherbet
FOODON_00002155	plant soup food product
FOODON_00002156	plant stem or spear food product
FOODON_00002157	plant sweetener
FOODON_00002158	food (preserved)
FOODON_00002159	plantain (musa) food product
FOODON_00002160	pleuronectiform fish food product
FOODON_00002161	plum fruit food product
FOODON_00002162	pomfret food product
FOODON_00002163	pompano food product
FOODON_00002164	porgy food product
FOODON_00002165	organ meat product
FOODON_00002166	potato soup food product
FOODON_00002167	poultry cured meat
FOODON_00002168	poultry fat or oil refined food product
FOODON_00002170	poultry meat product analog
FOODON_00002171	poultry product based flavoring or seasoning
FOODON_00002172	poultry stew or hash
FOODON_00002173	powdered cow milk food product
FOODON_00002174	powdered milk food product
FOODON_00002175	prepared chicken egg product
FOODON_00002176	prune food product
FOODON_00002177	prune juice food product
FOODON_00002178	pudding food product
FOODON_00002179	pufferfish food product
FOODON_00002180	pumpkin food product
FOODON_00002181	quail egg food product
FOODON_00002182	quince food product
FOODON_00002183	rabbit meat food product
FOODON_00002184	radish food product
FOODON_00002185	rainbow trout food product
FOODON_00002186	rape fat or oil refined food product
FOODON_00002187	rapeseed food product
FOODON_00002188	rasberry spread or sauce
FOODON_00002189	raspberry preserve or jam
FOODON_00002190	raspberry food product
FOODON_00002191	red bell pepper food product
FOODON_00002192	red currant preserve or jam
FOODON_00002193	red kidney bean soup food product
FOODON_00002194	red snapper food product
FOODON_00002195	redfish perch food product
FOODON_00002196	refined or partially-refined food product
FOODON_00002197	reindeer meat food product
FOODON_00002198	relish food product
FOODON_00002199	reptile egg food product
FOODON_00002200	amphibian or reptile food product
FOODON_00002201	amphibian or reptile meat food product
FOODON_00002202	rhubarb food product
FOODON_00002203	rice based alcoholic beverage
FOODON_00002204	rice bean food product
FOODON_00002205	rice cereal food product
FOODON_00002206	rice product flavoring
FOODON_00002207	rice flour
FOODON_00002208	rice starch refined food product
FOODON_00002209	river herring food product
FOODON_00002210	rock cornish fowl meat food product
FOODON_00002211	rose food product
FOODON_00002212	rosemary food product
FOODON_00002213	rye based bakery food product
FOODON_00002214	rye bread food product
FOODON_00002215	rye cracker food product
FOODON_00002216	sablefish food product
FOODON_00002217	sage food product
FOODON_00002218	saithe food product
FOODON_00002219	salad food product
FOODON_00002220	salmon food product
FOODON_00002221	salt product
FOODON_00002222	sandwich food product
FOODON_00002223	sardine food product
FOODON_00002224	sauger food product
FOODON_00002225	saurel food product
FOODON_00002226	saury food product
FOODON_00002227	scallop food product
FOODON_00002228	sea animal soup
FOODON_00002229	seafood product analog
FOODON_00002230	semihard cheese product
FOODON_00002231	semisoft cheese product
FOODON_00002232	sesame food product
FOODON_00002233	sesame coated nut (snack)
FOODON_00002234	shallot food product
FOODON_00002235	shark food product
FOODON_00002236	sheep meat food product
FOODON_00002237	sheep milk beverage
FOODON_00002239	shrimp food product
FOODON_00002240	siluriform fish food product
FOODON_00002241	skipjack tuna food product
FOODON_00002242	smelt food product
FOODON_00002243	nata de coco
FOODON_00002244	snail food product
FOODON_00002245	snake meat food product
FOODON_00002246	snapper food product
FOODON_00002247	snow crab food product
FOODON_00002248	sockeye salmon food product
FOODON_00002249	sodium chloride flavoring or seasoning
FOODON_00002250	sodium chloride food material
FOODON_00002251	soft candy food product
FOODON_00002252	soft cheese food product
FOODON_00002253	soft drink food product
FOODON_00002254	soft wheat food product
FOODON_00002255	sole food product
FOODON_00002256	soup base product
FOODON_00002257	soup food product
FOODON_00002258	soup mix product
FOODON_00002259	soy based infant food product
FOODON_00002260	soybean based meat product analog
FOODON_00002261	doujiang
FOODON_00002262	soybean condiment
FOODON_00002263	soybean dressing food product
FOODON_00002264	soybean refined food product
FOODON_00002265	soybean seed (field) food product
FOODON_00002266	soybean food product
FOODON_00002267	special dietry use food product
FOODON_00002268	spice or herb product flavoring or seasoning
FOODON_00002269	spinach food product
FOODON_00002270	sprat food product
FOODON_00002271	squash food product
FOODON_00002272	squat lobster food product
FOODON_00002273	squid food product
FOODON_00002274	refined starch food product
FOODON_00002275	steeped beverage product
FOODON_00002276	stew or hash
FOODON_00002277	stone fruit food product
FOODON_00002278	stone fruit juice
FOODON_00002279	stone pine product flavoring
FOODON_00002280	stone pine nut food product
FOODON_00002281	strawberry spread or sauce
FOODON_00002282	strawberry food product
FOODON_00002283	strawberry preserve or jam
FOODON_00002284	sturgeon food product
FOODON_00002285	yokan
FOODON_00002286	sugar based cacao food product
FOODON_00002287	sugar based vinegar food product
FOODON_00002288	sugar beet sweetener food product
FOODON_00002289	sugar beet food product
FOODON_00002290	sugar cane refined or partially-refined food product
FOODON_00002291	sugar cane food product
FOODON_00002292	sugar maple sweetener food product
FOODON_00002293	sugar palm sweetener food product
FOODON_00002294	sunflower food product
FOODON_00002295	surfclam food product
FOODON_00002296	sweet pea food product
FOODON_00002297	sweet potato food product
FOODON_00002298	sweet roll or sweet bun food product
FOODON_00002299	sweet sauce or topping food product
FOODON_00002300	sweetener
FOODON_00002301	pork cured meat food product
FOODON_00002302	swine fat or oil refined food product
FOODON_00002304	swine snack food
FOODON_00002305	swine sandwich
FOODON_00002306	swine sausage
FOODON_00002307	swordfish food product
FOODON_00002308	tableted food product
FOODON_00002309	tamarind food product
FOODON_00002310	taro food product
FOODON_00002311	tarragon food product
FOODON_00002312	thyme food product
FOODON_00002313	tomato relish food product
FOODON_00002314	tomato based gravy or sauce food product
FOODON_00002315	tomato condiment
FOODON_00002316	tomato juice food product
FOODON_00002317	tomato soup food product
FOODON_00002318	tomato (whole or pieces)
FOODON_00002319	trout food product
FOODON_00002320	tuna food product
FOODON_00002321	turbot food product
FOODON_00002322	turkey pie food product
FOODON_00002323	turmeric food product
FOODON_00002324	turnip food product
FOODON_00002325	turtle egg food product
FOODON_00002326	uncured cheese food product
FOODON_00002327	uncured cow milk cheese food product
FOODON_00002328	vanilla bean food product
FOODON_00002329	vegetable based gravy or sauce food product
FOODON_00002330	multi-component corn food product
FOODON_00002331	vegetable dessert food product
FOODON_00002333	vegetable pickle food product
FOODON_00002334	vegetable salad food product
FOODON_00002335	vegetable soup food product
FOODON_00002336	vitamin and mineral food supplement
FOODON_00002337	vitamin as food supplement
FOODON_00002338	walnut food product
FOODON_00002339	water based soft drink food product
FOODON_00002340	water food product
FOODON_00002341	water ice desert food product
FOODON_00002342	water chestnut food product
FOODON_00002343	watermelon food product
FOODON_00002344	wax bean food product
FOODON_00002345	whale food product
FOODON_00002346	whale meat food product
FOODON_00002347	wheat based bakery food product
FOODON_00002348	wheat based cake food product
FOODON_00002349	wheat based gravy or sauce food product
FOODON_00002350	wheat based pastry food product
FOODON_00002351	wheat bread food product
FOODON_00002352	wheat cereal food product
FOODON_00002353	wheat cracker food product
FOODON_00002354	wheat pasta
FOODON_00002355	wheat refined food product
FOODON_00002356	wheat based snack food product
FOODON_00002357	noodle based soup
FOODON_00002358	whey based formula food product
FOODON_00002359	cow whey food product
FOODON_00002360	white asparagus vegetable food product
FOODON_00002361	white pepper food product
FOODON_00002362	whitefish (genus Coregonus) food product
FOODON_00002363	whiting food product
FOODON_00002364	wine or wine-like food product
FOODON_00002365	wine, 7-24% alcohol, food product
FOODON_00002366	wolffish food product
FOODON_00002367	wood apple food product
FOODON_00002368	yam food product
FOODON_00002369	yeast food product
FOODON_00002370	yellow perch food product
FOODON_00002371	yellowfin tuna food product
FOODON_00002372	youngberry food product
FOODON_00002373	food by meal type
FOODON_00002374	flavoring syrup
FOODON_00002375	food flavoring material
FOODON_00002376	food seasoning material
FOODON_00002377	plant product based flavoring
